 Month Name ,Year,Segment,Country, Product , Discount Band ,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts, Sales,COGS,Profit
 July ,2022,Government,Canada, Carretera , Medium ,819,3,7,5733,515.97,5217.03,4095,1122.03
 July ,2022,Midmarket,Canada, Amarilla , Medium ,1434,260,15,21510,2201.175,19308.825,14145.65934,5163.165659
 July ,2022,Government,France, Velo , High ,613,120,350,214550,22365,192185,158628.8889,33556.11111
 July ,2022,Midmarket,Mexico, VTT , High ,596,250,15,8940,961.5,7978.5,5910,2068.5
 July ,2022,Midmarket,United States of America, Amarilla , High ,3199,260,15,47985,5279.175,42705.825,31989.38202,10716.44298
 July ,2022,Small Business,Germany, Carretera , High ,2389,3,300,716700,92763,623937,584210.6742,39726.32584
 July ,2022,Government,Canada, Paseo , High ,1873,10,350,655550,81023.25,574526.75,479540.7865,94985.96348
 July ,2022,Channel Partners,Canada, Paseo , High ,3864,10,12,46368,5314.32,41053.68,11531.93258,29521.74742
 July ,2022,Channel Partners,France, Paseo , High ,2304,10,12,27648,3201.66,24446.34,6866.949438,17579.39056
 July ,2022,Government,Mexico, Velo , High ,1353,120,350,473550,58590,414960,350290.9091,64669.09091
 July ,2022,Midmarket,France, VTT , High ,3642,250,15,54630,6974.1,47655.9,36102.95455,11552.94545
 July ,2022,Government,France, Amarilla , High ,3079,260,7,21553,2874.06,18678.94,15161.47727,3517.462727
 July ,2022,Government,Mexico, Montana , High ,2232,5,20,44640,5863,38777,22285.63218,16491.36782
 July ,2022,Channel Partners,Mexico, Paseo , High ,496,10,12,5952,890.76,5061.24,1454.37931,3606.86069
 July ,2022,Small Business,Mexico, Carretera , High ,792,3,300,237600,33642,203958,197633.7209,6324.27907
 July ,2022,Small Business,United States of America, Velo , High ,2214,120,300,664200,103320,560880,543488.3721,17391.62791
 July ,2022,Government,Canada, VTT , High ,813,250,20,16260,2596.5,13663.5,8037.352941,5626.147059
 July ,2022,Midmarket,Germany, VTT , High ,442,250,15,6630,1107,5523,4331.764706,1191.235294
 August ,2022,Small Business,Mexico, Montana , None ,948,5,300,284400,0,284400,237000,47400
 August ,2022,Government,Mexico, Paseo , None ,803,10,7,5621,0,5621,4015,1606
 August ,2022,Enterprise,United States of America, Velo , None ,2595,120,125,324375,0,324375,311400,12975
 August ,2022,Channel Partners,United States of America, Amarilla , None ,2055,260,12,24660,0,24660,6165,18495
 August ,2022,Government,Canada, Montana , Low ,1628,5,7,11396,128.1,11267.9,8129.79798,3138.10202
 August ,2022,Enterprise,Canada, Velo , Low ,839,120,125,104875,1153.75,103721.25,100578.1818,3143.068182
 August ,2022,Small Business,Canada, VTT , Low ,1874,250,300,562200,16866,545334,468500,76834
 August ,2022,Government,Mexico, VTT , Low ,1527,250,350,534450,17241,517209,396095.2577,121113.7423
 August ,2022,Small Business,Germany, Montana , Low ,1598,5,300,479400,22308,457092,396781.25,60310.75
 August ,2022,Channel Partners,Mexico, Amarilla , Medium ,999,260,12,11988,673.8,11314.2,2977.421053,8336.778947
 August ,2022,Government,United States of America, Velo , Medium ,2463,120,20,49260,2832,46428,24435.78947,21992.21053
 August ,2022,Government,France, Velo , Medium ,1531,120,20,30620,1579,29041,15284.73684,13756.26316
 August ,2022,Government,Canada, Amarilla , Medium ,513,260,350,179550,9660,169890,132846.3158,37043.68421
 August ,2022,Midmarket,United States of America, Paseo , Medium ,1978,10,15,29670,1978.2,27691.8,19639.57447,8052.225532
 August ,2022,Midmarket,Germany, Paseo , Medium ,1481,10,15,22215,1568.7,20646.3,14642.76596,6003.534043
 August ,2022,Government,Germany, Velo , Medium ,940,120,20,18800,1201.2,17598.8,9361.06383,8237.73617
 August ,2022,Channel Partners,Canada, Carretera , Medium ,1676,3,12,20112,1582.56,18529.44,4981.032258,13548.40774
 August ,2022,Midmarket,France, Paseo , Medium ,1806,10,15,27090,2206.05,24883.95,17837.95699,7045.993011
 August ,2022,Government,Mexico, Velo , Medium ,578,120,20,11560,852.6,10707.4,5756.666667,4950.733333
 August ,2022,Enterprise,Mexico, Carretera , Medium ,1432,3,125,179000,15400,163600,170713.0435,-7113.043478
 August ,2022,Small Business,France, Montana , Medium ,1468,5,300,440400,37488,402912,364956.5217,37955.47826
 August ,2022,Government,United States of America, Paseo , Medium ,610,10,7,4270,379.68,3890.32,3020.434783,869.8852174
 August ,2022,Government,Germany, Paseo , Medium ,1486,10,7,10402,894.88,9507.12,7381.304348,2125.815652
 August ,2022,Government,France, VTT , Medium ,323,250,350,113050,10668,102382,82668.69565,19713.30435
 August ,2022,Government,Germany, VTT , Medium ,362,250,350,126700,11816,114884,92763.47826,22120.52174
 August ,2022,Government,United States of America, VTT , High ,2778,250,350,972300,98245,874055,721442.2222,152612.7778
 August ,2022,Channel Partners,Germany, Amarilla , High ,2213,260,12,26556,3088.8,23467.2,6518.666667,16948.53333
 August ,2022,Government,Canada, Paseo , High ,2058,10,20,41160,5266.8,35893.2,20164.7191,15728.4809
 August ,2022,Midmarket,Mexico, Paseo , High ,1845,10,15,27675,3273.6,24401.4,18278.20225,6123.197753
 August ,2022,Government,France, Paseo , High ,2615,10,7,18305,2453.36,15851.64,13014.48276,2837.157241
 August ,2022,Small Business,United States of America, VTT , High ,2439,250,300,731700,106722,624978,605598.8372,19379.16279
 August ,2022,Channel Partners,France, Amarilla , High ,2202,260,12,26424,4158,22266,6472.674419,15793.32558
 August ,2022,Enterprise,France, Carretera , High ,1080,3,125,135000,22012.5,112987.5,127609.4118,-14621.91176
 August ,2022,Enterprise,Germany, Carretera , High ,2573,3,125,321625,51881.25,269743.75,304651.7647,-34908.01471
 August ,2022,Midmarket,Canada, Paseo , High ,2559,10,15,38385,5757.75,32627.25,25590,7037.25
 September ,2022,Midmarket,France, Paseo , None ,549,10,15,8235,0,8235,5490,2745
 September ,2022,Small Business,Mexico, Paseo , None ,788,10,300,236400,0,236400,197000,39400
 September ,2022,Government,France, VTT , None ,1527,250,350,534450,0,534450,397020,137430
 September ,2022,Enterprise,United States of America, Carretera , Low ,330,3,125,41250,412.5,40837.5,39600,1237.5
 September ,2022,Small Business,United States of America, Montana , Low ,2498,5,300,749400,7494,741906,624500,117406
 September ,2022,Channel Partners,United States of America, Amarilla , Low ,1989,260,12,23868,238.68,23629.32,5967,17662.32
 September ,2022,Government,Germany, Montana , Low ,1797,5,350,628950,18868.5,610081.5,467220,142861.5
 September ,2022,Government,Mexico, Paseo , Low ,1760,10,7,12320,369.6,11950.4,8800,3150.4
 September ,2022,Government,United States of America, Velo , Low ,736,120,20,14720,588.8,14131.2,7360,6771.2
 September ,2022,Government,Canada, Velo , Low ,2646,120,20,52920,2116.8,50803.2,26460,24343.2
 September ,2022,Government,United States of America, VTT , Low ,349,250,350,122150,4886,117264,90740,26524
 September ,2022,Government,Canada, Paseo , Medium ,2349,10,7,16443,822.15,15620.85,11745,3875.85
 September ,2022,Government,Mexico, Montana , Medium ,720,5,350,252000,12600,239400,187200,52200
 September ,2022,Government,Mexico, Carretera , Medium ,1834,3,20,36680,2567.6,34112.4,18340,15772.4
 September ,2022,Government,France, Paseo , Medium ,1031,10,7,7217,505.19,6711.81,5155,1556.81
 September ,2022,Channel Partners,Germany, VTT , Medium ,2215,250,12,26580,1860.6,24719.4,6645,18074.4
 September ,2022,Midmarket,United States of America, Paseo , Medium ,2931,10,15,43965,3077.55,40887.45,29310,11577.45
 September ,2022,Small Business,Germany, Paseo , Medium ,1123,10,300,336900,23583,313317,280750,32567
 September ,2022,Enterprise,Germany, Amarilla , Medium ,994,260,125,124250,8697.5,115552.5,119280,-3727.5
 September ,2022,Small Business,Canada, Montana , Medium ,1283,5,300,384900,30792,354108,320750,33358
 September ,2022,Government,Germany, Paseo , Medium ,2409,10,7,16863,1349.04,15513.96,12045,3468.96
 September ,2022,Small Business,France, Montana , Medium ,322,5,300,96600,8694,87906,80500,7406
 September ,2022,Channel Partners,France, VTT , Medium ,2234,250,12,26808,2412.72,24395.28,6702,17693.28
 September ,2022,Channel Partners,Mexico, VTT , High ,1005,250,12,12060,1326.6,10733.4,3015,7718.4
 September ,2022,Government,France, Velo , High ,2805,120,20,56100,6171,49929,28050,21879
 September ,2022,Midmarket,Mexico, Velo , High ,655,120,15,9825,1080.75,8744.25,6550,2194.25
 September ,2022,Enterprise,Mexico, Amarilla , High ,947,260,125,118375,13021.25,105353.75,113640,-8286.25
 September ,2022,Government,United States of America, Paseo , High ,380,10,7,2660,292.6,2367.4,1900,467.4
 September ,2022,Enterprise,Canada, Carretera , High ,2416,3,125,302000,36240,265760,289920,-24160
 September ,2022,Government,Canada, VTT , High ,623,250,350,218050,26166,191884,161980,29904
 September ,2022,Channel Partners,Canada, Amarilla , High ,2761,260,12,33132,3975.84,29156.16,8283,20873.16
 September ,2022,Government,Germany, Carretera , High ,442,3,20,8840,1149.2,7690.8,4420,3270.8
 September ,2022,Midmarket,Germany, Velo , High ,660,120,15,9900,1287,8613,6600,2022
 September ,2022,Enterprise,France, Carretera , High ,1023,3,125,127875,17902.5,109972.5,122760,-12787.5
 September ,2022,Midmarket,Canada, Paseo , High ,2470,10,15,37050,5187,31863,24700,7163
 October ,2022,Enterprise,Canada, Montana , None ,345,5,125,43125,0,43125,41400,1725
 October ,2022,Enterprise,Canada, Velo , None ,345,120,125,43125,0,43125,41400,1725
 October ,2022,Channel Partners,Germany, Carretera , Low ,766,3,12,9192,91.92,9100.08,2298,6802.08
 October ,2022,Small Business,Mexico, Carretera , Low ,494,3,300,148200,1482,146718,123500,23218
 October ,2022,Enterprise,United States of America, Montana , Low ,663,5,125,82875,828.75,82046.25,79560,2486.25
 October ,2022,Channel Partners,Germany, Paseo , Low ,766,10,12,9192,91.92,9100.08,2298,6802.08
 October ,2022,Enterprise,United States of America, Velo , Low ,663,120,125,82875,828.75,82046.25,79560,2486.25
 October ,2022,Small Business,Mexico, VTT , Low ,494,250,300,148200,1482,146718,123500,23218
 October ,2022,Small Business,Germany, Carretera , Low ,214,3,300,64200,1284,62916,53500,9416
 October ,2022,Enterprise,Germany, Paseo , Low ,809,10,125,101125,2022.5,99102.5,97080,2022.5
 October ,2022,Enterprise,Mexico, Paseo , Low ,2145,10,125,268125,5362.5,262762.5,257400,5362.5
 October ,2022,Government,Germany, Velo , Low ,2966,120,350,1038100,20762,1017338,771160,246178
 October ,2022,Enterprise,Germany, Velo , Low ,809,120,125,101125,2022.5,99102.5,97080,2022.5
 October ,2022,Enterprise,Mexico, Velo , Low ,2145,120,125,268125,5362.5,262762.5,257400,5362.5
 October ,2022,Small Business,Germany, VTT , Low ,214,250,300,64200,1284,62916,53500,9416
 October ,2022,Government,Germany, Amarilla , Low ,2966,260,350,1038100,20762,1017338,771160,246178
 October ,2022,Midmarket,Germany, Paseo , Low ,1945,10,15,29175,875.25,28299.75,19450,8849.75
 October ,2022,Midmarket,Germany, VTT , Low ,1945,250,15,29175,875.25,28299.75,19450,8849.75
 October ,2022,Government,Canada, Carretera , Low ,2851,3,7,19957,798.28,19158.72,14255,4903.72
 October ,2022,Government,Canada, Montana , Low ,2851,5,7,19957,798.28,19158.72,14255,4903.72
 October ,2022,Midmarket,United States of America, Paseo , Low ,671,10,15,10065,402.6,9662.4,6710,2952.4
 October ,2022,Midmarket,Mexico, Paseo , Low ,1514,10,15,22710,908.4,21801.6,15140,6661.6
 October ,2022,Midmarket,Mexico, VTT , Low ,1514,250,15,22710,908.4,21801.6,15140,6661.6
 October ,2022,Midmarket,United States of America, Amarilla , Low ,671,260,15,10065,402.6,9662.4,6710,2952.4
 October ,2022,Government,Germany, Montana , Medium ,1159,5,7,8113,405.65,7707.35,5795,1912.35
 October ,2022,Government,Germany, Amarilla , Medium ,1159,260,7,8113,405.65,7707.35,5795,1912.35
 October ,2022,Government,Canada, Paseo , Medium ,1228,10,350,429800,21490,408310,319280,89030
 October ,2022,Government,Canada, Paseo , Medium ,1389,10,20,27780,1389,26391,13890,12501
 October ,2022,Enterprise,France, Paseo , Medium ,704,10,125,88000,4400,83600,84480,-880
 October ,2022,Enterprise,France, Velo , Medium ,704,120,125,88000,4400,83600,84480,-880
 October ,2022,Government,Canada, VTT , Medium ,1389,250,20,27780,1389,26391,13890,12501
 October ,2022,Government,Canada, Amarilla , Medium ,1228,260,350,429800,21490,408310,319280,89030
 October ,2022,Channel Partners,Canada, Carretera , Medium ,2299,3,12,27588,1655.28,25932.72,6897,19035.72
 October ,2022,Government,France, Montana , Medium ,1403,5,7,9821,589.26,9231.74,7015,2216.74
 October ,2022,Channel Partners,Canada, Paseo , Medium ,2299,10,12,27588,1655.28,25932.72,6897,19035.72
 October ,2022,Government,United States of America, Paseo , Medium ,727,10,350,254450,15267,239183,189020,50163
 October ,2022,Small Business,France, Velo , Medium ,1221,120,300,366300,21978,344322,305250,39072
 October ,2022,Government,France, Velo , Medium ,2076,120,350,726600,43596,683004,539760,143244
 October ,2022,Small Business,France, VTT , Medium ,1221,250,300,366300,21978,344322,305250,39072
 October ,2022,Government,United States of America, Amarilla , Medium ,727,260,350,254450,15267,239183,189020,50163
 October ,2022,Government,France, Amarilla , Medium ,1403,260,7,9821,589.26,9231.74,7015,2216.74
 October ,2022,Government,France, Amarilla , Medium ,2076,260,350,726600,43596,683004,539760,143244
 October ,2022,Government,France, Montana , Medium ,1757,5,20,35140,2108.4,33031.6,17570,15461.6
 October ,2022,Government,France, Paseo , Medium ,1757,10,20,35140,2108.4,33031.6,17570,15461.6
 October ,2022,Channel Partners,Mexico, Carretera , Medium ,367,3,12,4404,396.36,4007.64,1101,2906.64
 October ,2022,Channel Partners,Mexico, Paseo , Medium ,367,10,12,4404,396.36,4007.64,1101,2906.64
 October ,2022,Channel Partners,United States of America, Carretera , High ,386,3,12,4632,463.2,4168.8,1158,3010.8
 October ,2022,Channel Partners,United States of America, Paseo , High ,386,10,12,4632,463.2,4168.8,1158,3010.8
 October ,2022,Midmarket,France, Paseo , High ,2167,10,15,32505,3250.5,29254.5,21670,7584.5
 October ,2022,Small Business,United States of America, Velo , High ,2294,120,300,688200,68820,619380,573500,45880
 October ,2022,Small Business,United States of America, VTT , High ,2294,250,300,688200,68820,619380,573500,45880
 October ,2022,Midmarket,France, VTT , High ,2167,250,15,32505,3250.5,29254.5,21670,7584.5
 October ,2022,Channel Partners,France, Carretera , High ,1198,3,12,14376,1581.36,12794.64,3594,9200.64
 October ,2022,Channel Partners,France, Paseo , High ,1198,10,12,14376,1581.36,12794.64,3594,9200.64
 October ,2022,Government,Germany, Montana , High ,2992,5,20,59840,6582.4,53257.6,29920,23337.6
 October ,2022,Government,Germany, Paseo , High ,2992,10,20,59840,6582.4,53257.6,29920,23337.6
 October ,2022,Government,Mexico, Velo , High ,344,120,350,120400,13244,107156,89440,17716
 October ,2022,Government,Mexico, Amarilla , High ,344,260,350,120400,13244,107156,89440,17716
 October ,2022,Government,Mexico, Montana , High ,1715,5,20,34300,4116,30184,17150,13034
 October ,2022,Government,Mexico, Paseo , High ,1715,10,20,34300,4116,30184,17150,13034
 October ,2022,Government,United States of America, Carretera , High ,2996,3,7,20972,2936.08,18035.92,14980,3055.92
 October ,2022,Government,United States of America, Montana , High ,2996,5,7,20972,2936.08,18035.92,14980,3055.92
 October ,2022,Government,Mexico, Montana , High ,1727,5,7,12089,1692.46,10396.54,8635,1761.54
 October ,2022,Midmarket,Canada, Paseo , High ,1743,10,15,26145,3660.3,22484.7,17430,5054.7
 October ,2022,Small Business,Canada, Velo , High ,269,120,300,80700,11298,69402,67250,2152
 October ,2022,Small Business,Canada, VTT , High ,269,250,300,80700,11298,69402,67250,2152
 October ,2022,Midmarket,Canada, Amarilla , High ,1743,260,15,26145,3660.3,22484.7,17430,5054.7
 October ,2022,Government,Mexico, Amarilla , High ,1727,260,7,12089,1692.46,10396.54,8635,1761.54
 October ,2022,Government,United States of America, Paseo , High ,267,10,20,5340,801,4539,2670,1869
 October ,2022,Government,United States of America, VTT , High ,267,250,20,5340,801,4539,2670,1869
 November ,2022,Government,Canada, Paseo , None ,1725,10,350,603750,0,603750,448500,155250
 November ,2022,Channel Partners,United States of America, Paseo , None ,912,10,12,10944,0,10944,2736,8208
 November ,2022,Government,Canada, Velo , Low ,2092,120,7,14644,146.44,14497.56,10460,4037.56
 November ,2022,Midmarket,France, Amarilla , Low ,321,260,15,4815,48.15,4766.85,3210,1556.85
 November ,2022,Government,France, Carretera , Low ,2145,3,7,15015,300.3,14714.7,10725,3989.7
 November ,2022,Enterprise,Mexico, Montana , Low ,1660,5,125,207500,4150,203350,199200,4150
 November ,2022,Channel Partners,France, Paseo , Low ,1785,10,12,21420,428.4,20991.6,5355,15636.6
 November ,2022,Government,Germany, Carretera , Medium ,1016,3,7,7112,355.6,6756.4,5080,1676.4
 November ,2022,Government,United States of America, VTT , Medium ,1265,250,20,25300,1265,24035,12650,11385
 November ,2022,Government,Germany, VTT , Medium ,2297,250,20,45940,2297,43643,22970,20673
 November ,2022,Government,United States of America, Carretera , Medium ,263,3,7,1841,110.46,1730.54,1315,415.54
 November ,2022,Government,Mexico, VTT , Medium ,1123,250,20,22460,1347.6,21112.4,11230,9882.4
 November ,2022,Enterprise,Germany, Montana , Medium ,2500,5,125,312500,21875,290625,300000,-9375
 November ,2022,Small Business,Canada, Paseo , Medium ,1404,10,300,421200,29484,391716,351000,40716
 November ,2022,Channel Partners,Mexico, Paseo , Medium ,2763,10,12,33156,2320.92,30835.08,8289,22546.08
 November ,2022,Government,Germany, Paseo , Medium ,2146,10,350,751100,60088,691012,557960,133052
 November ,2022,Small Business,France, Velo , Medium ,386,120,300,115800,9264,106536,96500,10036
 November ,2022,Enterprise,France, Montana , Medium ,1857,5,125,232125,20891.25,211233.75,222840,-11606.25
 November ,2022,Channel Partners,Germany, Paseo , Medium ,1775,10,12,21300,1917,19383,5325,14058
 November ,2022,Midmarket,Germany, Amarilla , Medium ,970,260,15,14550,1309.5,13240.5,9700,3540.5
 November ,2022,Government,France, VTT , Medium ,2682,250,20,53640,4827.6,48812.4,26820,21992.4
 November ,2022,Enterprise,United States of America, Montana , High ,1804,5,125,225500,22550,202950,216480,-13530
 November ,2022,Midmarket,Canada, Carretera , High ,1560,3,15,23400,2574,20826,15600,5226
 November ,2022,Government,Mexico, Carretera , High ,2706,3,7,18942,2083.62,16858.38,13530,3328.38
 November ,2022,Government,Canada, VTT , High ,2935,250,20,58700,6457,52243,29350,22893
 November ,2022,Midmarket,United States of America, Amarilla , High ,2548,260,15,38220,4586.4,33633.6,25480,8153.6
 November ,2022,Small Business,Mexico, Velo , High ,2605,120,300,781500,101595,679905,651250,28655
 November ,2022,Channel Partners,Canada, Paseo , High ,2222,10,12,26664,3732.96,22931.04,6666,16265.04
 November ,2022,Government,France, Paseo , High ,1922,10,350,672700,94178,578522,499720,78802
 November ,2022,Small Business,Germany, Velo , High ,2536,120,300,760800,106512,654288,634000,20288
 November ,2022,Midmarket,Mexico, Amarilla , High ,1870,260,15,28050,3927,24123,18700,5423
 November ,2022,Government,United States of America, Paseo , High ,2007,10,350,702450,105367.5,597082.5,521820,75262.5
 November ,2022,Government,Mexico, Paseo , High ,2151,10,350,752850,112927.5,639922.5,559260,80662.5
 November ,2022,Small Business,United States of America, Velo , High ,2574,120,300,772200,115830,656370,643500,12870
 November ,2022,Enterprise,Canada, VTT , High ,2954,250,125,369250,55387.5,313862.5,354480,-40617.5
 December ,2022,Midmarket,Canada, Paseo , None ,2152,10,15,32280,0,32280,21520,10760
 December ,2022,Midmarket,United States of America, Paseo , Low ,1925,10,15,28875,577.5,28297.5,19250,9047.5
 December ,2022,Government,United States of America, Paseo , Low ,2022,10,7,14091,281.82,13809.18,10065,3744.18
 December ,2022,Government,Mexico, Velo , Low ,544,120,20,10880,217.6,10662.4,5440,5222.4
 December ,2022,Government,United States of America, VTT , Low ,266,250,350,93100,1862,91238,69160,22078
 December ,2022,Government,Mexico, VTT , Low ,1940,250,350,679000,13580,665420,504400,161020
 December ,2022,Channel Partners,Canada, Carretera , Low ,908,3,12,10896,326.88,10569.12,2724,7845.12
 December ,2022,Midmarket,France, Paseo , Low ,2261,10,15,33915,1356.6,32558.4,22610,9948.4
 December ,2022,Government,Canada, Amarilla , Low ,1778,260,350,622300,24892,597408,462280,135128
 December ,2022,Small Business,Mexico, Montana , Medium ,1100,5,300,330000,16500,313500,275000,38500
 December ,2022,Government,Canada, Paseo , Medium ,1802,10,20,36040,1802,34238,18020,16218
 December ,2022,Government,France, Paseo , Medium ,2136,10,7,14952,747.6,14204.4,10680,3524.4
 December ,2022,Midmarket,Germany, Paseo , Medium ,2116,10,15,31740,1587,30153,21160,8993
 December ,2022,Government,France, Velo , Medium ,1033,120,20,20660,1033,19627,10330,9297
 December ,2022,Enterprise,Germany, Carretera , Medium ,887,3,125,110875,6652.5,104222.5,106440,-2217.5
 December ,2022,Small Business,Canada, VTT , Medium ,2436,250,300,730800,43848,686952,609000,77952
 December ,2022,Government,Germany, Paseo , Medium ,2125,10,7,14875,1041.25,13833.75,10625,3208.75
 December ,2022,Government,United States of America, Velo , Medium ,1421,120,20,28420,1989.4,26430.6,14210,12220.6
 December ,2022,Government,Germany, Velo , Medium ,588,120,20,11760,823.2,10936.8,5880,5056.8
 December ,2022,Government,Mexico, Paseo , Medium ,1946,10,7,13622,1089.76,12532.24,9730,2802.24
 December ,2022,Small Business,United States of America, VTT , Medium ,808,250,300,242400,19392,223008,202000,21008
 December ,2022,Channel Partners,Mexico, Amarilla , Medium ,1375,260,12,16500,1320,15180,4125,11055
 December ,2022,Government,Canada, Montana , Medium ,1611,5,7,11277,1014.93,10262.07,8055,2207.07
 December ,2022,Small Business,Germany, Montana , Medium ,334,5,300,100200,9018,91182,83500,7682
 December ,2022,Channel Partners,France, Amarilla , Medium ,306,260,12,3672,330.48,3341.52,918,2423.52
 December ,2022,Enterprise,France, Carretera , High ,1482,3,125,185250,18525,166725,177840,-11115
 December ,2022,Enterprise,Canada, Velo , High ,1916,120,125,239500,23950,215550,229920,-14370
 December ,2022,Government,Germany, VTT , High ,1870,250,350,654500,65450,589050,486200,102850
 December ,2022,Small Business,France, Montana , High ,1186,5,300,355800,42696,313104,296500,16604
 December ,2022,Midmarket,Mexico, Paseo , High ,380,10,15,5700,684,5016,3800,1216
 December ,2022,Channel Partners,Germany, Amarilla , High ,1770,260,12,21240,2761.2,18478.8,5310,13168.8
 December ,2022,Channel Partners,United States of America, Amarilla , High ,2015,260,12,24180,3385.2,20794.8,6045,14749.8
 December ,2022,Enterprise,Mexico, Carretera , High ,2821,3,125,352625,49367.5,303257.5,338520,-35262.5
 December ,2022,Government,France, VTT , High ,1281,250,350,448350,62769,385581,333060,52521
 December ,2022,Enterprise,United States of America, Velo , High ,2438,120,125,304750,45712.5,259037.5,292560,-33522.5
 January ,2023,Government,Canada, Carretera , None ,1618.5,3,20,32370,0,32370,16185,16185
 January ,2023,Government,Germany, Carretera , None ,1321,3,20,26420,0,26420,13210,13210
 January ,2023,Government,Mexico, Velo , None ,1493,120,7,10451,0,10451,7465,2986
 January ,2023,Government,France, Paseo , Low ,3945,10,7,27615,276.15,27338.85,19725,7613.85
 January ,2023,Small Business,France, Paseo , Low ,2434.5,10,300,730350,21910.5,708439.5,608625,99814.5
 January ,2023,Channel Partners,Germany, VTT , Low ,2479,250,12,29748,892.44,28855.56,7437,21418.56
 January ,2023,Government,Canada, Paseo , Low ,4251,10,7,29757,1190.28,28566.72,21255,7311.72
 January ,2023,Government,Germany, Paseo , Medium ,1372,10,7,9604,480.2,9123.8,6860,2263.8
 January ,2023,Government,France, Montana , Medium ,1384.5,5,350,484575,24228.75,460346.25,359970,100376.25
 January ,2023,Midmarket,United States of America, Velo , Medium ,555,120,15,8325,416.25,7908.75,5550,2358.75
 January ,2023,Midmarket,Mexico, Velo , Medium ,2861,120,15,42915,2145.75,40769.25,28610,12159.25
 January ,2023,Government,United States of America, Carretera , Medium ,1117.5,3,20,22350,1341,21009,11175,9834
 January ,2023,Enterprise,France, Amarilla , Medium ,1987.5,260,125,248437.5,14906.25,233531.25,238500,-4968.75
 January ,2023,Channel Partners,Mexico, Montana , Medium ,2340,5,12,28080,1965.6,26114.4,7020,19094.4
 January ,2023,Channel Partners,Canada, VTT , Medium ,3244.5,250,12,38934,2725.38,36208.62,9733.5,26475.12
 January ,2023,Small Business,Mexico, Paseo , Medium ,2565,10,300,769500,69255,700245,641250,58995
 January ,2023,Government,Mexico, Paseo , Medium ,2417,10,350,845950,76135.5,769814.5,628420,141394.5
 January ,2023,Channel Partners,United States of America, VTT , Medium ,1956,250,12,23472,2112.48,21359.52,5868,15491.52
 January ,2023,Midmarket,Germany, Velo , High ,681,120,15,10215,1021.5,9193.5,6810,2383.5
 January ,2023,Enterprise,United States of America, Amarilla , High ,579,260,125,72375,7237.5,65137.5,69480,-4342.5
 January ,2023,Midmarket,Canada, Velo , High ,384,120,15,5760,633.6,5126.4,3840,1286.4
 January ,2023,Government,Germany, Montana , High ,766,5,350,268100,29491,238609,199160,39449
 January ,2023,Small Business,Canada, Paseo , High ,873,10,300,261900,28809,233091,218250,14841
 January ,2023,Channel Partners,France, VTT , High ,1734,250,12,20808,2288.88,18519.12,5202,13317.12
 January ,2023,Enterprise,Mexico, VTT , High ,554,250,125,69250,7617.5,61632.5,66480,-4847.5
 January ,2023,Enterprise,Germany, Amarilla , High ,3165,260,125,395625,43518.75,352106.25,379800,-27693.75
 January ,2023,Government,Mexico, Amarilla , High ,2629,260,20,52580,5783.8,46796.2,26290,20506.2
 January ,2023,Small Business,United States of America, Paseo , High ,3495,10,300,1048500,125820,922680,873750,48930
 January ,2023,Government,France, Carretera , High ,2521.5,3,20,50430,6051.6,44378.4,25215,19163.4
 January ,2023,Government,United States of America, Montana , High ,982.5,5,350,343875,44703.75,299171.25,255450,43721.25
 January ,2023,Government,United States of America, Paseo , High ,1438.5,10,7,10069.5,1309.035,8760.465,7192.5,1567.965
 January ,2023,Small Business,Germany, Paseo , High ,807,10,300,242100,31473,210627,201750,8877
 January ,2023,Midmarket,France, Velo , High ,3997.5,120,15,59962.5,7795.125,52167.375,39975,12192.375
 January ,2023,Enterprise,Canada, Amarilla , High ,1659,260,125,207375,26958.75,180416.25,199080,-18663.75
 January ,2023,Government,Canada, Montana , High ,2227.5,5,350,779625,109147.5,670477.5,579150,91327.5
 February ,2023,Government,Canada, Paseo , None ,292,10,20,5840,0,5840,2920,2920
 February ,2023,Midmarket,Mexico, Paseo , None ,974,10,15,14610,0,14610,9740,4870
 February ,2023,Enterprise,France, Velo , None ,1804,120,125,225500,0,225500,216480,9020
 February ,2023,Small Business,Canada, VTT , None ,2001,250,300,600300,0,600300,500250,100050
 February ,2023,Government,France, Amarilla , None ,2750,260,350,962500,0,962500,715000,247500
 February ,2023,Midmarket,France, Paseo , Low ,2296,10,15,34440,344.4,34095.6,22960,11135.6
 February ,2023,Channel Partners,United States of America, Carretera , Low ,1858,3,12,22296,222.96,22073.04,5574,16499.04
 February ,2023,Midmarket,United States of America, Paseo , Low ,1514,10,15,22710,227.1,22482.9,15140,7342.9
 February ,2023,Midmarket,Canada, Paseo , Low ,2363,10,15,35445,708.9,34736.1,23630,11106.1
 February ,2023,Government,Germany, Montana , Low ,1958,5,7,13706,411.18,13294.82,9790,3504.82
 February ,2023,Small Business,United States of America, VTT , Low ,2844,250,300,853200,25596,827604,711000,116604
 February ,2023,Government,Mexico, Amarilla , Low ,1865,260,350,652750,26110,626640,484900,141740
 February ,2023,Channel Partners,France, Carretera , Medium ,1865,3,12,22380,1119,21261,5595,15666
 February ,2023,Channel Partners,Germany, Carretera , Medium ,1116,3,12,13392,669.6,12722.4,3348,9374.4
 February ,2023,Government,France, Paseo , Medium ,1303,10,20,26060,1303,24757,13030,11727
